code,title,session,career,units,delivery_type
ENVS8013,Research in Climate Change Vulnerability and Adaptation,First Semester,Postgraduate,6,In Person
EMDV8014,Research in Environmental and Climate Change Policy,Second Semester,Postgraduate,6,Online or In Person
POPM8001,"Research, Treatment, Policy: Current Issues in Mental Health",Second Semester,Postgraduate,6,In Person
INDG1002,"Resilience, Responsibility, and Resurgence: First Peoples' Experiences and Ways of Being",Second Semester,Undergraduate,6,In Person
ECON3128,Resource and Environmental Economics,,Undergraduate,6,In Person
ECON6040,Resource and Environmental Economics,,Postgraduate,6,In Person
MGMT8104,Responsible Stewardship and Integrity,,Postgraduate,3,In Person
LAWS8454,Restitution,,Postgraduate,6,Online or In Person
LAWS4254,Restitution,,Undergraduate,6,In Person
HUMN8036,Restitution and the archive? Using Archives and Special Collections,Winter Session,Postgraduate,6,Online or In Person
REGN8005,Restorative Justice in the World,Autumn Session,Postgraduate,6,Online or In Person
ASIA3033,"Rethinking Northeast Asia: Region, Culture and Society",Second Semester,Undergraduate,6,In Person
ASIA6133,"Rethinking Northeast Asia: Region, Culture and Society",Second Semester,Postgraduate,6,In Person
INTR8084,"Revolution, Resistance, Rebellion, Riot: Unruly Politics in the Contemporary World",First Semester,Postgraduate,6,In Person
STAT3057,Risk Modelling 1,First Semester,Undergraduate,6,In Person
STAT6057,Risk Modelling 1,First Semester,Postgraduate,6,In Person
STAT3058,Risk Modelling 2,Second Semester,Undergraduate,6,In Person
STAT6058,Risk Modelling 2,Second Semester,Postgraduate,6,In Person
ENGN6627,Robotics,Second Semester,Postgraduate,6,In Person
ENGN4627,Robotics,Second Semester,Undergraduate,6,In Person
LANG3007,Romance Linguistics,,Undergraduate,6,Online or In Person
CLAS3001,Rome: The Eternal City from Antiquity to the Early Middle Ages,Second Semester,Undergraduate,6,In Person
CLAS1005,Rome: The Story of an Empire,,Undergraduate,6,In Person
ASIA6511,Samurai Society and Social Control in Japan,,Postgraduate,6,In Person
ASIA3011,Samurai Society and Social Control in Japan,,Undergraduate,6,In Person
SKRT1002,Sanskrit 1,First Semester,Undergraduate,6,Online
SKRT1003,Sanskrit 2,Second Semester,Undergraduate,6,Online
SKRT2103,Sanskrit 3,First Semester,Undergraduate,6,Online
SKRT2104,Sanskrit 4,Second Semester,Undergraduate,6,Online
SKRT3004,Sanskrit 5,First Semester,Undergraduate,6,Online
SKRT3005,Sanskrit 6,Second Semester,Undergraduate,6,Online
SKRT3002,Sanskrit 7,First Semester,Undergraduate,6,Online
SKRT3003,Sanskrit 8,Second Semester,Undergraduate,6,Online
COMP8999,School of Computing Higher Degree by Research Internship,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
CYBN8999,School of Cybernetics Higher Degree by Research Internship,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ENGN8999,School of Engineering Higher Degree by Research Internship,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
SCOM1001,Science Communication 1: Introduction to Science Communication,First Semester,Undergraduate,6,In Person
SCOM1002,Science Communication 2: Evidence and Social Change,Second Semester,Undergraduate,6,In Person
SCOM8004,Science Communication Fieldwork Placement,First Semester / Second Semester,Postgraduate,12,In Person
SCOM3004,Science Communication Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,Online or In Person
SCOM6004,Science Communication Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,Online or In Person
SCOM3003,Science Communication Research Project,First Semester / Second Semester,Undergraduate,6,Online or In Person
SCOM3501,Science Communication Strategy and Leadership,Winter Session,Undergraduate,6,In Person
SCOM6501,Science Communication Strategy and Leadership,Winter Session,Postgraduate,6,Online or In Person
SCOM6029,Science Communication and Planetary Crises,Winter Session,Postgraduate,6,Online or In Person
SCOM3029,Science Communication and Planetary Crises,Winter Session,Undergraduate,6,In Person
SCNC8001,Science Higher Degree by Research Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,3,In Person
SCNC4000,Science Honours,First Semester / Second Semester,Undergraduate,6,In Person
SCNC3000,Science Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
SCNC8000,Science Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
SCNC2000,Science Internship,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
SCOM6027,Science Politics,First Semester,Postgraduate,6,Online or In Person
SCOM3027,Science Politics,First Semester,Undergraduate,6,In Person
SCNC2021,Science Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
SCNC8021,Science Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,3,In Person
SCNC3021,Science Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
SCOM6003,Science in Film and Fiction,Summer Session,Postgraduate,6,Online or In Person
SCOM2003,Science in Film and Fiction,Summer Session,Undergraduate,6,In Person
PHIL2126,"Science in Society: Ethics, Public Policy and Scientific Practice",Second Semester,Undergraduate,6,In Person
SCOM2006,"Science, Humour and Popular Culture",Winter Session,Undergraduate,6,Online
SCOM6006,"Science, Humour and Popular Culture",Winter Session,Postgraduate,6,Online
SCOM2016,"Science, Journalism and Society",Autumn Session,Undergraduate,6,In Person
SCOM6016,"Science, Journalism and Society",Autumn Session,Postgraduate,6,Online or In Person
POGO8138,"Science, Technology and Public Policy",,Postgraduate,6,In Person
MATH3511,Scientific Computing,First Semester,Undergraduate,6,In Person
MATH6111,Scientific Computing,First Semester,Postgraduate,6,In Person
ARCH3042,Scientific Dating in Archaeology and Palaeoenvironmental Studies,Second Semester,Undergraduate,6,In Person
ARCH6042,Scientific Dating in Archaeology and Palaeoenvironmental Studies,Second Semester,Postgraduate,6,In Person
BIOL8001,Scientific Reasoning and Consulting in Quantitative Biology,Second Semester,Postgraduate,6,In Person
MATH3501,Scientific and Industrial Modelling,Second Semester,Undergraduate,6,In Person
MATH6103,Scientific and Industrial Modelling,Second Semester,Postgraduate,6,In Person
SCRN2005,Screen Cultures,First Semester / Second Semester,Undergraduate,6,In Person
SCRN3003,Screen Studies Capstone Project,First Semester / Second Semester,Undergraduate,6,In Person
ARTV1850,Sculpture and Spatial Practice 1,First Semester / Second Semester,Undergraduate,6,In Person
ARTV2850,Sculpture and Spatial Practice 2,Second Semester,Undergraduate,6,In Person
LING3101,Second Language Acquisition,,Undergraduate,6,In Person
LING6101,Second Language Acquisition,,Postgraduate,6,In Person
ENGL1100,Secrets and Lies: Literature and the Self,First Semester,Undergraduate,6,In Person
STST2001,Security Concepts in the Asia-Pacific,First Semester,Undergraduate,6,In Person
NSPO8049,Security in the Indo-Pacific,,Postgraduate,3,Online or In Person
LAWS4257,Selected Topics in Australian-United States Comparative Law (ANU),,Undergraduate,6,Online or In Person
FREN3110,Selected Topics in French Studies,First Semester,Undergraduate,6,In Person
SOCY1002,Self and Society,First Semester,Undergraduate,6,In Person
LING3035,Semantic Typology,,Undergraduate,6,In Person
LING6035,Semantic Typology,,Postgraduate,6,In Person
LING2008,Semantics,,Undergraduate,6,In Person
LING6008,Semantics,,Postgraduate,6,In Person
BUSN4111,Seminal Research in Accounting,Second Semester,Undergraduate,6,In Person
BUSN8111,Seminal Research in Accounting,Second Semester,Postgraduate,6,In Person
HIST8037,Seminar in Advanced Historical Research,Second Semester,Postgraduate,6,Online or In Person
HIST4011,Seminar in Advanced Historiography,First Semester,Undergraduate,12,In Person
HIST8024,Seminar in Advanced Historiography,First Semester,Postgraduate,6,In Person
HIST8234,Seminar in Public History,Second Semester,Postgraduate,6,Online or In Person
BUSN8013,Seminar in Research Method in Commerce,First Semester / Second Semester,Postgraduate,6,In Person
BUSN4013,Seminar in Research Method in Commerce,First Semester / Second Semester,Undergraduate,6,In Person
LAWS8214,Sentencing,,Postgraduate,6,In Person
LAWS4314,Sentencing,First Semester,Undergraduate,6,In Person
MKTG7023,Services Marketing,First Semester,Postgraduate,6,In Person
MKTG2023,Services Marketing,Second Semester,Undergraduate,6,In Person
GEND1001,"Sex, Gender and Identity: An Introduction to Gender Studies",First Semester,Undergraduate,6,In Person
DEMO8048,"Sex, Gender, and Population",Second Semester,Postgraduate,6,In Person
POLS3029,Sharing Power: Federalism in Comparative Perspective,First Semester,Undergraduate,6,In Person
ENGN2228,Signals and Systems,Second Semester,Undergraduate,6,In Person
ARTH4026,Sir William Dobell Research Seminar,Second Semester,Undergraduate,12,In Person
ARTH8026,Sir William Dobell Research Seminar,Second Semester,Postgraduate,12,In Person
ARTV8042,Situating Contemporary Art Practices with Independent Research,Second Semester,Postgraduate,12,In Person
AATD1001,SoCIETIE Initiative,First Semester / Second Semester,Undergraduate,6,Online or In Person
AATD2001,SoCIETIE Initiative,First Semester / Autumn Session / Second Semester,Undergraduate,6,Online or In Person
AATD6001,SoCIETIE Initiative,First Semester / Autumn Session / Second Semester,Postgraduate,6,Online or In Person
AATD3001,SoCIETIE Initiative,First Semester / Autumn Session / Second Semester,Undergraduate,6,Online or In Person
ANTH8019,Social Analysis and Community Politics,,Postgraduate,6,Online or In Person
ENVS6345,Social Applications of GIS,Winter Session,Postgraduate,6,In Person
ENVS3045,Social Applications of GIS,Winter Session,Undergraduate,6,In Person
ASIA8050,Social Conflict and Environmental Change,Spring Session,Postgraduate,6,Online
MGMT2008,Social Enterprises and Social Business,,Undergraduate,6,In Person
SOCY2030,Social Inequalities and Development,Second Semester,Undergraduate,6,In Person
SOCY6045,Social Inequalities and Development,Second Semester,Postgraduate,6,In Person
DEMO2004,Social Inequalities in Health,Second Semester,Undergraduate,6,In Person
POGO8025,Social Policy Analysis,Second Semester,Postgraduate,6,Online or In Person
SOCY2101,Social Policy: Principles and Practice,Autumn Session,Undergraduate,6,In Person
ASIA6099,Social Power in China: Family to Family-State,First Semester,Postgraduate,6,In Person
ASIA2099,Social Power in China: Family to Family-State,First Semester,Undergraduate,6,In Person
PSYC2001,Social Psychology,Second Semester,Undergraduate,6,In Person
SOCS9082,Social Research Practice,First Semester,Postgraduate,6,In Person
SOCR8082,Social Research Practice,First Semester,Postgraduate,6,In Person
SOCY2166,Social Science of the Internet,,Undergraduate,6,In Person
SOCY6066,Social Science of the Internet,,Postgraduate,6,In Person
POPH8108,Social and Cultural Determinants of Health,Second Semester,Postgraduate,6,Online or In Person
SOCY1006,Society & Technological Change,,Undergraduate,6,In Person
ENVS2013,Society and Environmental Change,Second Semester,Undergraduate,6,In Person
ENVS6013,Society and Environmental Change,Second Semester,Postgraduate,6,In Person
SOCY4010,Sociology Honours Methods Seminar,First Semester,Undergraduate,12,In Person
SOCY4009,Sociology Honours Theory Seminar,First Semester,Undergraduate,12,In Person
SOCY2162,Sociology of Health and Illness,Second Semester,Undergraduate,6,In Person
SOCY2059,Sociology of Resistance,,Undergraduate,6,In Person
COMP2100,Software Construction,First Semester / Second Semester,Undergraduate,6,In Person
COMP6442,Software Construction,First Semester / Second Semester,Postgraduate,6,In Person
COMP2120,Software Engineering,Second Semester,Undergraduate,6,In Person
COMP6120,Software Engineering,Second Semester,Postgraduate,6,In Person
COMP3500,Software Engineering Project,First Semester / Second Semester,Undergraduate,6,In Person
COMP4500,Software Engineering Team Project,First Semester / Second Semester,Undergraduate,6,In Person
COMP3703,Software Security,First Semester,Undergraduate,6,In Person
PHYS3032,Solid State Physics,Second Semester,Undergraduate,6,In Person
PHYS6032,Solid State Physics,Second Semester,Postgraduate,6,In Person
MUSI2230,Songwriting: Concepts and Craft,Second Semester,Undergraduate,6,In Person
MUSI3318,Sound Archiving,,Undergraduate,6,In Person
COMP4350,Sound and Music Computing,First Semester,Undergraduate,6,In Person
COMP8350,Sound and Music Computing,First Semester,Postgraduate,6,In Person
LING2010,Sounds of the World's Languages: Phonetics and Phonology,Second Semester,Undergraduate,6,In Person
LING6010,Sounds of the World's Languages: Phonetics and Phonology,Second Semester,Postgraduate,6,In Person
ASIA2060,Southeast Asian Security,,Undergraduate,6,Online or In Person
LAWS8340,Space Law and Governance,Winter Session,Postgraduate,6,Online
MGMT8172,Special Management Topic,,Postgraduate,6,In Person
MMIB8003,Special Research Topic 1,First Semester / Second Semester,Postgraduate,6,In Person
MMIB8004,Special Research Topic 2,First Semester / Second Semester,Postgraduate,18,In Person
ENVS3016,Special Topic,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
STST2004,Special Topic in International Security,,Undergraduate,6,In Person
MATH6209,Special Topic in Mathematical Sciences,Summer Session / First Semester / Second Semester,Postgraduate,6,In Person
MEAS8105,Special Topic in Middle Eastern and Central Asian Studies,,Postgraduate,6,In Person
SOCR8004,Special Topic in Social Research,First Semester / Second Semester,Postgraduate,6,In Person
EMSC3050,Special Topics,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
BUSN3060,Special Topics In Commerce,,Undergraduate,6,In Person
BUSN6060,Special Topics In Commerce,,Postgraduate,6,In Person
POLS8041,Special Topics In Comparative Politics,,Postgraduate,6,In Person
STAT8024,Special Topics in Applied Statistics 1,,Postgraduate,6,In Person
ARAB3006,Special Topics in Arabic,,Undergraduate,6,Online or In Person
ASIA2112,Special Topics in Asian and Pacific Studies,Winter Session / Second Semester,Undergraduate,6,In Person
ASIA6022,Special Topics in Asian and Pacific Studies,Winter Session / Second Semester,Postgraduate,6,In Person
ASTR8023,Special Topics in Astronomy and Astrophysics,,Postgraduate,6,In Person
INDG3005,Special Topics in Australian Indigenous Studies,,Undergraduate,6,In Person
BIOL6123,Special Topics in Biology,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
BIOL3023,Special Topics in Biology,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,In Person
BUSN8101,Special Topics in Commerce,,Postgraduate,6,In Person
POLS4041,Special Topics in Comparative Politics,,Undergraduate,6,In Person
COMP2710,Special Topics in Computer Science,,Undergraduate,6,In Person
COMP6470,Special Topics in Computing,First Semester,Postgraduate,6,In Person
CRIM2011,Special Topics in Criminology,,Undergraduate,6,In Person
DIPL8012,Special Topics in Diplomacy,Summer Session,Postgraduate,6,Online or In Person
EMSC8014,Special Topics in Earth Science,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
ECON3020,Special Topics in Economics: Computing and Data Skills,,Undergraduate,6,In Person
ENGN4521,Special Topics in Engineering 2,,Undergraduate,6,In Person
ENGN4522,Special Topics in Engineering 3,,Undergraduate,6,In Person
ENGN4520,Special Topics in Engineering I,,Undergraduate,6,In Person
FINM4600,Special Topics in Finance,,Undergraduate,6,In Person
GERM3051,Special Topics in German Literature and Culture,,Undergraduate,6,In Person
HLMD1022,Special Topics in Health and Medicine,,Undergraduate,6,In Person
HLMD2022,Special Topics in Health and Medicine,,Undergraduate,6,In Person
HLMD3022,Special Topics in Health and Medicine,,Undergraduate,6,In Person
HLMD8022,Special Topics in Health and Medicine,,Postgraduate,6,In Person
INTR8018,Special Topics in International Relations,First Semester,Postgraduate,6,In Person
LAWS8148,Special Topics in Law,First Semester,Postgraduate,6,Online or In Person
LAWS4148,Special Topics in Law,,Undergraduate,6,Online or In Person
LING3025,Special Topics in Linguistics,,Undergraduate,6,In Person
LING6525,Special Topics in Linguistics,,Postgraduate,6,In Person
MATH3349,Special Topics in Mathematics,Summer Session / First Semester / Second Semester,Undergraduate,6,In Person
MATH4349,Special Topics in Mathematics,First Semester / Second Semester,Undergraduate,6,In Person
PASI8312,Special Topics in Pacific Development,,Postgraduate,3,Online or In Person
DEMO4091,Special Topics in Population Change,First Semester,Undergraduate,6,In Person
DEMO8091,Special Topics in Population Change,First Semester,Postgraduate,6,In Person
PSYC3023,Special Topics in Psychology,Second Semester,Undergraduate,6,In Person
REGN8012,Special Topics in Regulation and Governance,Second Semester,Postgraduate,6,Online or In Person
SCNC1022,Special Topics in Science,Second Semester,Undergraduate,6,In Person
SCNC3022,Special Topics in Science,,Undergraduate,6,In Person
SCNC8022,Special Topics in Science,,Postgraduate,6,In Person
SCNC2022,Special Topics in Science,,Undergraduate,6,In Person
SCOM3005,Special Topics in Science Communication,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Undergraduate,6,Online or In Person
SCOM6005,Special Topics in Science Communication,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,Online or In Person
STAT8016,Special Topics in Statistics 1,,Postgraduate,6,In Person
STST8017,Special Topics in Strategic Studies,,Postgraduate,6,In Person
ANTH8063,Special Topics: Research-Led Seminar in Anthropology and Planetary Futures,First Semester,Postgraduate,6,Online or In Person
DESN2007,Speculative and Critical Design,First Semester,Undergraduate,6,In Person
ASTR6007,Stars,First Semester,Postgraduate,6,In Person
ASTR3007,Stars,First Semester,Undergraduate,6,In Person
ASTR4022,Stars II and Exoplanets,Second Semester,Undergraduate,6,In Person
ASTR8022,Stars II and Exoplanets,Second Semester,Postgraduate,6,In Person
POLS4043,State Formation and Contested Political Orders,Second Semester,Undergraduate,6,In Person
POLS8043,State Formation and Contested Political Orders,Second Semester,Postgraduate,6,Online or In Person
ANTH2134,States and Citizens: Anthropological Perspectives,,Undergraduate,6,In Person
ANTH6134,States and Citizens: Anthropological Perspectives,,Postgraduate,6,In Person
STAT4027,Statistical Inference,First Semester,Undergraduate,6,In Person
STAT6027,Statistical Inference,First Semester,Postgraduate,6,In Person
STAT3013,Statistical Inference,First Semester,Undergraduate,6,In Person
STAT3040,Statistical Learning,First Semester,Undergraduate,6,In Person
STAT8140,Statistical Learning,First Semester,Postgraduate,6,In Person
STAT4040,Statistical Learning,First Semester,Undergraduate,6,In Person
COMP4670,Statistical Machine Learning,First Semester,Undergraduate,6,In Person
COMP8600,Statistical Machine Learning,First Semester,Postgraduate,6,In Person
STAT1003,Statistical Techniques,First Semester,Undergraduate,6,In Person
STAT4500,Statistics Honours Thesis,First Semester / Second Semester,Undergraduate,24,In Person
SOCR4001,Statistics for Social Scientists,First Semester,Undergraduate,6,In Person
SOCR8001,Statistics for Social Scientists,First Semester,Postgraduate,6,Online or In Person
LAWS8072,Statutory Interpretation,,Postgraduate,6,Online or In Person
MATH3015,Stochastic Analysis with Financial Applications,Second Semester,Undergraduate,6,In Person
MATH6115,Stochastic Analysis with Financial Applications,Second Semester,Postgraduate,6,In Person
STAT6018,Stochastic Processes,First Semester,Postgraduate,6,In Person
STAT3004,Stochastic Processes,First Semester,Undergraduate,6,In Person
STAT4018,Stochastic Processes,First Semester,Undergraduate,6,In Person
ENGL2085,Strange Home: Rethinking Australian Literature,,Undergraduate,6,In Person
MKTG7030,Strategic Digital Marketing,First Semester,Postgraduate,6,In Person
LAWS8409,Strategic Issues in the Law of Armed Conflict,,Postgraduate,6,Online
MGMT8022,Strategic Management,First Semester / Second Semester,Postgraduate,6,In Person
MKTG3023,Strategic Marketing,First Semester,Undergraduate,6,In Person
MKTG7028,Strategic Marketing Communications,Second Semester,Postgraduate,6,In Person
STST8001,Strategic Studies,First Semester,Postgraduate,6,In Person
STST8010,Strategic Studies Concepts and Asia Pacific Conflict,First Semester,Postgraduate,6,In Person
STST9010,Strategic Studies Concepts and Asia Pacific Conflict,First Semester,Postgraduate,6,Online or In Person
STST8059,Strategic Studies Internship,,Postgraduate,6,In Person
ECON2141,Strategic Thinking: An introduction to Game Theory,Second Semester,Undergraduate,6,In Person
STST8066,"Strategy, Statecraft and Diplomacy for the 21st Century",First Semester,Postgraduate,6,Online or In Person
EMSC6030,Structural Geology and Tectonics,Second Semester,Postgraduate,6,In Person
CHEM3204,Structural Methods in Chemical Biology,Winter Session,Undergraduate,6,In Person
CHEM6324,Structural Methods in Chemical Biology,Winter Session,Postgraduate,6,In Person
CHEM6210,Structure Elucidation in Chemistry,First Semester,Postgraduate,6,In Person
CHEM2210,Structure Elucidation in Chemistry,Summer Session / First Semester,Undergraduate,6,In Person
EMSC3002,Structure and Tectonic Evolution of the Australian Plate,Second Semester,Undergraduate,6,In Person
LING2020,Structure of English,,Undergraduate,6,In Person
COMP1110,Structured Programming,First Semester / Second Semester,Undergraduate,6,In Person
COMP6710,Structured Programming,First Semester / Second Semester,Postgraduate,6,In Person
COMP1140,Structured Programming (Advanced),Second Semester,Undergraduate,6,In Person
FINM6009,Student Managed Fund,First Semester / Second Semester,Postgraduate,6,In Person
FINM3009,Student Managed Fund,First Semester / Second Semester,Undergraduate,6,In Person
FINM3010,Student Managed Fund Extension,First Semester / Second Semester,Undergraduate,6,In Person
FINM6010,Student Managed Fund Extension,First Semester / Second Semester,Postgraduate,6,In Person
ASIA3037,Study Tour: Cultural Landscapes and Environmental Change in Asia and the Pacific,,Undergraduate,6,In Person
ASIA2022,Study Tour: Cultural Landscapes and Environmental Change in Asia and the Pacific,,Undergraduate,6,In Person
ASIA6012,Study Tour: Cultural Landscapes and Environmental Change in Asia and the Pacific,,Postgraduate,6,In Person
ASIA3084,"Study Tour: Modern Mongolia - Challenges to the Environment, Economy and Empire",Winter Session,Undergraduate,6,In Person
PASI6030,Study Tour: Regional Policymaking for Pacific Development,Winter Session,Postgraduate,6,In Person
PASI2030,Study Tour: Regional Policymaking for Pacific Development,Winter Session,Undergraduate,6,In Person
STST2020,Study tour: Southeast Asia's Security Choices,,Undergraduate,6,In Person
INTR8069,Studying International Relations,First Semester,Postgraduate,6,In Person
LAWS4236,Succession,Second Semester,Undergraduate,6,Online or In Person
LAWS8436,Succession,,Postgraduate,6,Online or In Person
ARCH8029,Supervised Field School Project in Archaeological Science,Spring Session,Postgraduate,6,In Person
ASIA8512,Supervised Project in Asia-Pacific Studies,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,Online or In Person
BIAN3129,Supervised Research in Biological Anthropology,First Semester / Second Semester,Undergraduate,6,In Person
SOCY6064,Surveillance and Society,Second Semester,Postgraduate,6,In Person
SOCY2157,Surveillance and Society,Second Semester,Undergraduate,6,In Person
SOCR8002,Survey Data Analysis,Second Semester,Postgraduate,6,In Person
SOCR4002,Survey Data Analysis,Second Semester,Undergraduate,6,In Person
STAT3032,Survival Models,First Semester,Undergraduate,6,In Person
STAT4072,Survival Models,First Semester,Undergraduate,6,In Person
STAT6042,Survival Models,First Semester,Postgraduate,6,In Person
BUSN7017,"Sustainability and Corporate Social Responsibility, Accountability and Reporting",Second Semester,Postgraduate,6,In Person
ENVS6223,Sustainable Agricultural Systems,First Semester,Postgraduate,6,In Person
ENVS2023,Sustainable Agricultural Systems,First Semester,Undergraduate,6,In Person
MGMT7007,Sustainable Business Strategy: Net Zero and Beyond,,Postgraduate,6,In Person
ENVS8019,Sustainable Futures: Thinking in Systems,Second Semester,Postgraduate,6,In Person
MKTG2002,Sustainable Marketing,First Semester,Undergraduate,6,In Person
ENVS2012,Sustainable Urban Systems,Spring Session,Undergraduate,6,In Person
ENVS8605,Sustainable Urban Systems,,Postgraduate,6,In Person
CHEM3201,Synthetic Aspects of Medicinal Chemistry,First Semester,Undergraduate,6,In Person
MEAS3007,"Syria in the Levant: State, Society, and the Current Turmoil",First Semester,Undergraduate,6,In Person
MEAS6007,"Syria in the Levant: State, Society, and the Current Turmoil",First Semester,Postgraduate,6,In Person
ENGN3331,System Dynamics,First Semester,Undergraduate,6,In Person
ENGN6331,Systems Dynamics,First Semester,Postgraduate,6,In Person
ENGN8120,Systems Modelling,Second Semester,Postgraduate,6,In Person
NEUR3112,Systems Neuroscience,Second Semester,Undergraduate,6,In Person
NEUR6102,Systems Neuroscience,Second Semester,Postgraduate,6,In Person
COMP6310,"Systems, Networks and Concurrency",Second Semester,Postgraduate,6,In Person
COMP2310,"Systems, Networks, and Concurrency",Second Semester,Undergraduate,6,In Person
ASIA2072,Taiwan: History and Culture,Second Semester,Undergraduate,6,In Person
ASIA6072,Taiwan: History and Culture,Second Semester,Postgraduate,6,In Person
CHIN2013,Taiwanese (Southern Min),Autumn Session,Undergraduate,6,In Person
ASIA2222,Taiwanese Society and Politics,Summer Session,Undergraduate,6,In Person
CRIM2015,Targeted Violence: Criminological Approaches to Understanding and Prevention,Second Semester,Undergraduate,6,In Person
BUSN7021,Taxation Law,First Semester / Second Semester,Postgraduate,6,In Person
JPNS3012,Teaching Japanese: Content,,Undergraduate,6,In Person
JPNS3014,Teaching Japanese: Method,Second Semester,Undergraduate,6,In Person
LING2013,Teaching Languages,First Semester,Undergraduate,6,In Person
LING6013,Teaching Languages,First Semester,Postgraduate,6,In Person
MGMT3002,Techniques for Business Project Management,Second Semester,Undergraduate,6,In Person
MGMT7020,Technology and Project Management,First Semester / Winter Session / Second Semester,Postgraduate,6,Online or In Person
ENGL2116,Televisual: Investigating Narrative Television,,Undergraduate,6,In Person
HIST1209,Terror to Terrorism: A History,Second Semester,Undergraduate,6,In Person
POLS4027,Terrorism and Counter Terrorism,,Undergraduate,6,In Person
POLS8027,Terrorism and Counter Terrorism,,Postgraduate,6,In Person
NSPO8046,Terrorism and national security,Winter Session,Postgraduate,3,In Person
TETM1002,Tetum 1,First Semester,Undergraduate,6,Online
TETM1003,Tetum 2,Second Semester,Undergraduate,6,Online
TETM2004,Tetum 3,,Undergraduate,6,Online
TETM2005,Tetum 4,Second Semester,Undergraduate,6,Online
ARTV1950,Textiles 1,First Semester / Second Semester,Undergraduate,6,In Person
ARTV2950,Textiles 2,First Semester,Undergraduate,6,In Person
ENGL2020,Texts in Performance,,Undergraduate,6,In Person
THAI1002,Thai 1,First Semester,Undergraduate,6,Online
THAI1003,Thai 2,Second Semester,Undergraduate,6,Online
THAI2002,Thai 3,First Semester,Undergraduate,6,Online or In Person
THAI2003,Thai 4,Second Semester,Undergraduate,6,Online or In Person
THAI3002,Thai 5,First Semester,Undergraduate,6,Online or In Person
THAI3008,Thai 6,Second Semester,Undergraduate,6,Online or In Person
ARCH6050,The Archaeology of South East Asia,,Postgraduate,6,In Person
ECHI1006,The Australian Economy: Past and Present,First Semester,Undergraduate,6,In Person
EMSC1006,The Blue Planet: An Introduction to Earth System Science,First Semester,Undergraduate,6,In Person
EMSC6107,The Blue Planet: an Introduction to Earth System Science,First Semester,Postgraduate,6,In Person
ASIA8023,The Body in Contemporary Chinese Cultures,,Postgraduate,6,In Person
IDEC8021,The Chinese Economy,Second Semester,Postgraduate,6,Online or In Person
HIST2141,The Cold War: 1945-1989,Second Semester,Undergraduate,6,In Person
ASIA3034,The Contemporary Chinese World: From Mao to Now,Second Semester,Undergraduate,6,In Person
SOCS9101,"The Craft of History: Approaches, Themes, Methods",First Semester,Postgraduate,6,In Person
POGO8016,The Economic Way of Thinking,First Semester,Postgraduate,6,In Person
IDEC8081,The Economics of Incentives and Institutions,,Postgraduate,6,Online or In Person
ECON8091,"The Economy, Politics and the State",,Postgraduate,6,In Person
ECON4491,"The Economy, Politics and the State",,Undergraduate,6,In Person
ECON2091,"The Economy, Politics and the State",,Undergraduate,6,In Person
HIST8228,The Enlightenment and Its Critics: 1700 to the Present,,Postgraduate,6,Online or In Person
HIST3228,The Enlightenment: Europe and the World 1660-1800,,Undergraduate,6,In Person
ENGN4902,The Environmental Impacts of Engineered Systems,First Semester,Undergraduate,6,In Person
DESN2012,The Ethics of Making: Design for Reparative Practices,Second Semester,Undergraduate,6,In Person
NSPO8018,The Evolution of National Security Policy since 1945,First Semester,Postgraduate,6,In Person
INTR8046,The Evolution of the International System,Second Semester,Postgraduate,6,In Person
NSPO8048,The Future of Intelligence,Winter Session,Postgraduate,3,Online or In Person
